App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
NOMISMA.com.cy by FMW,NEWS_AND_MAGAZINES,5.0,3,11.0,100.0,Free,0.0,Everyone,News & Magazines,2016-05-29,700,4.0
Cy-Fair VFD EMS Protocols,MEDICAL,5.0,2,20.0,100.0,Free,0.0,Everyone 10+,Medical,2017-09-21,1.8.3,4.1
EUROBANK CY,FINANCE,4.17505184823716,30,15.0,100.0,Free,0.0,Everyone,Finance,2018-06-12,1.0.1,4.3
Cy-Fair Christian Church,LIFESTYLE,5.0,2,9.3,100.0,Free,0.0,Everyone,Lifestyle,2017-08-03,24.8.1,4.1
Mediabox CY,FAMILY,4.17505184823716,0,12.0,10.0,Free,0.0,Everyone,Entertainment,2017-12-31,1.0,4.1
Capitalnews.com.cy,NEWS_AND_MAGAZINES,4.17505184823716,0,3.9,10.0,Free,0.0,Everyone,News & Magazines,2017-03-23,0.0.2,4.1
Shadowverse CCG,GAME,4.2,47340,61.0,1000000.0,Free,0.0,Teen,Card,2018-07-30,2.2.15,4.1
CY Digital Net,SHOPPING,4.7,3,5.8,500.0,Free,0.0,Everyone,Shopping,2017-08-01,2.0.0,4.0
Cy-Fair Houston Chamber,BUSINESS,4.17505184823716,0,5.0,5.0,Free,0.0,Everyone,Business,2018-06-06,4.1.239,4.1
StudentLife.com.cy,NEWS_AND_MAGAZINES,4.17505184823716,17,4.4,100.0,Free,0.0,Everyone,News & Magazines,2017-03-14,1.0.11,4.1
VAT check CY,BUSINESS,4.17505184823716,0,0.626953125,100.0,Free,0.0,Everyone,Business,2013-05-18,1.0.16,1.6
Cy's Elma Pharmacy,HEALTH_AND_FITNESS,4.17505184823716,0,9.4,10.0,Free,0.0,Everyone 10+,Health & Fitness,2018-06-28,7.4.8,4.0.3
CY Spray nozzle,BOOKS_AND_REFERENCE,4.17505184823716,0,3.3,10.0,Free,0.0,Everyone,Books & Reference,2017-08-03,1.01.00,4.0.3
Cymath - Math Problem Solver,FAMILY,4.5,10159,6.4,1000000.0,Free,0.0,Everyone,Education,2018-04-13,2.17,4.1
Rewards,FINANCE,3.8,57,4.0,5000.0,Free,0.0,Everyone,Finance,2017-12-15,4.1,2.3
Army of Heroes,FAMILY,4.5,85015,46.0,1000000.0,Free,0.0,Everyone 10+,Strategy,2018-08-01,1.03.06,4.0
BibleRead En Cy Zh Yue,BOOKS_AND_REFERENCE,4.17505184823716,0,12.0,5.0,Free,0.0,Everyone,Books & Reference,2018-05-17,1.0,4.0
Math Solver,FAMILY,4.3,2250,30.0,100000.0,Free,0.0,Everyone,Education,2017-11-21,1.2,4.1
Cyprus Bus Companion,MAPS_AND_NAVIGATION,3.9,112,1.4,10000.0,Free,0.0,Everyone,Maps & Navigation,2013-12-26,1.3,2.2
Cyprus Police,SOCIAL,4.2,226,15.0,10000.0,Free,0.0,Everyone 10+,Social,2018-01-31,1.122.250.1421,2.2
foody Cyprus - online ordering,SHOPPING,4.5,214,1.8,10000.0,Free,0.0,Everyone,Shopping,2018-02-27,2.92,4.0.3
Death Dragon Knights RPG,FAMILY,4.1,11179,19.0,1000000.0,Free,0.0,Teen,Role Playing,2016-09-16,2.7,2.3
Bank Of Cyprus,FINANCE,4.1,1514,12.0,100000.0,Free,0.0,Everyone,Finance,2018-02-14,1.1,4.1
Map of Cyprus offline,TRAVEL_AND_LOCAL,4.6,470,21.0,10000.0,Free,0.0,Everyone,Travel & Local,2018-03-12,3.9,2.3
McDelivery Cyprus,FOOD_AND_DRINK,3.3,60,25.0,10000.0,Free,0.0,Everyone,Food & Drink,2018-05-14,3.1.46,4.3
CZ-USA,LIFESTYLE,4.5,11,3.4,1000.0,Free,0.0,Everyone,Lifestyle,2016-03-01,1.0.2,4.0.3
CZ File Manager,TOOLS,2.2,876,8.7,1000000.0,Free,0.0,Everyone,Tools,2018-08-06,3.2.3,4.2
Security Camera CZ,HOUSE_AND_HOME,4.4,137,19.0,10000.0,Free,0.0,Everyone,House & Home,2018-07-17,1.1.10,4.1
Šmelina .cz inzeráty inzerce,SHOPPING,3.9,117,9.8,10000.0,Free,0.0,Everyone,Shopping,2018-05-13,1.3,4.0
KFC CZ,LIFESTYLE,2.8,1189,18.0,100000.0,Free,0.0,Everyone,Lifestyle,2018-06-27,5.1.0,4.0.3
Skylink Live TV CZ,FAMILY,3.3,2802,15.0,100000.0,Free,0.0,Teen,Entertainment,2018-07-11,5.0,4.3
CZ-70 (CZ-50) pistol explained,BOOKS_AND_REFERENCE,4.17505184823716,2,17.0,10.0,Paid,5.99,Everyone,Books & Reference,2016-11-02,2.1,1.6
CZ-52 pistol explained,BOOKS_AND_REFERENCE,4.17505184823716,0,9.3,10.0,Paid,5.99,Everyone,Books & Reference,2015-09-03,3.0,1.6
CZ-27 pistol explained,BOOKS_AND_REFERENCE,4.17505184823716,1,11.0,10.0,Paid,5.99,Everyone,Books & Reference,2015-09-02,3.0,1.6
Online TV CZ/SK PRO,VIDEO_PLAYERS,3.1,167,2.0,1000.0,Paid,0.99,Everyone,Video Players & Editors,2018-06-21,3.3.2,4.0.3
Rande.cz,SOCIAL,3.2,398,2.2,50000.0,Free,0.0,Mature 17+,Social,2014-12-03,1.0.1,2.3.3
Breweries (CZ/SK),LIFESTYLE,4.4,1740,4.4,50000.0,Free,0.0,Teen,Lifestyle,2017-07-27,3.1.0,4.1
reality.cz,HOUSE_AND_HOME,4.1,1372,5.4,50000.0,Free,0.0,Everyone,House & Home,2018-02-15,2.9.0,4.1
CZ-45 pistol explained,BOOKS_AND_REFERENCE,4.17505184823716,1,12.0,10.0,Paid,5.49,Everyone,Books & Reference,2017-08-10,3.1,1.6
CZ-Help,BOOKS_AND_REFERENCE,5.0,2,1.4,5.0,Free,0.0,Everyone,Books & Reference,2018-07-13,0.1,4.4
Hlášenírozhlasu.cz,COMMUNICATION,4.17505184823716,0,17.0,10.0,Free,0.0,Everyone,Communication,2018-07-27,2.1.3,4.1
signály.cz,SOCIAL,4.17505184823716,38,0.8603515625,1000.0,Free,0.0,Everyone,Social,2013-05-09,1.1,2.2
CZ-Cyberon Voice Commander,TOOLS,3.8,131,3.3,1000.0,Paid,5.99,Everyone,Tools,2017-03-07,3.2.17030601,2.2
Pistolet CZ-70 CZ-50 expliqué,BOOKS_AND_REFERENCE,4.17505184823716,0,17.0,1.0,Paid,5.99,Everyone,Books & Reference,2016-11-01,2.0,1.6
CZ-38 (vz 38) pistol explained,BOOKS_AND_REFERENCE,4.17505184823716,0,13.0,5.0,Paid,5.99,Everyone,Books & Reference,2017-08-10,3.1,1.6
HTC Sense Input - CZ,TOOLS,4.3,87,7.3,10000.0,Free,0.0,Everyone,Tools,2015-11-09,1.0.612933,5.0
WebCams,WEATHER,4.6,3963,23.0,100000.0,Free,0.0,Everyone,Weather,2018-07-17,5.2.11,4.2
Wallpapers CZ 75 85,PERSONALIZATION,4.17505184823716,0,12.0,10.0,Free,0.0,Teen,Personalization,2018-04-12,1.0,4.1
SMS Sender - sluzba.cz,COMMUNICATION,4.17505184823716,12,0.0703125,1000.0,Free,0.0,Everyone,Communication,2012-06-01,2.00.00,2.0
Wallpaper.cz,PHOTOGRAPHY,4.9,7,2.2,100.0,Free,0.0,Everyone,Photography,2015-07-11,1.2.0,3.0
CZ Kompas,TOOLS,5.0,2,3.5,10.0,Free,0.0,Everyone,Tools,2018-07-09,1.1,4.0
Modlitební knížka CZ,BOOKS_AND_REFERENCE,4.17505184823716,4,18.0,500.0,Free,0.0,Everyone,Books & Reference,2018-02-04,4.0,4.0.3
Reksio cz. 1,BOOKS_AND_REFERENCE,4.17505184823716,0,8.6,10.0,Paid,0.99,Everyone,Books & Reference,2015-03-30,1.0.1,4.0.3
MYTO CZ,MAPS_AND_NAVIGATION,2.9,30,4.8,5000.0,Free,0.0,Everyone,Maps & Navigation,2016-02-17,1.2,4.1
PLAYzone.cz,FAMILY,4.4,14,7.3,500.0,Free,0.0,Everyone,Entertainment,2017-11-07,2.1.3,4.1
Tools & Mi Band,HEALTH_AND_FITNESS,4.4,15753,13.0,100000.0,Paid,3.49,Everyone,Health & Fitness,2018-07-26,3.7.3,4.3
RoutePlan.cz,PRODUCTIVITY,4.17505184823716,6,5.3,100.0,Free,0.0,Everyone,Productivity,2018-06-06,2.5.4,4.0.3
TeeTime.cz,SPORTS,4.6,1641,6.2,10000.0,Free,0.0,Everyone,Sports,2018-08-02,1.18.34,4.0
What is my IP address,TOOLS,4.5,4228,0.640625,500000.0,Free,0.0,Everyone,Tools,2018-07-02,2.95,4.0
Windguru Lite,WEATHER,4.0,9307,5.0,1000000.0,Free,0.0,Everyone,Weather,2018-01-09,2.0.8,4.4
Vira.cz Widget,LIFESTYLE,4.17505184823716,86,0.5869140625,1000.0,Free,0.0,Everyone,Lifestyle,2016-06-15,1.0,2.2
Da Fit,SPORTS,3.5,1151,8.3,10000.0,Free,0.0,Everyone,Sports,2018-07-23,1.0.0,4.4
The House of Da Vinci,FAMILY,4.8,12400,11.0,100000.0,Paid,4.99,Everyone,Puzzle,2018-06-14,1.0.4,4.1
Dan the Man: Action Platformer,GAME,4.8,528550,73.0,10000000.0,Free,0.0,Teen,Arcade,2018-07-26,1.2.6,4.1
Ghost Detector,FAMILY,3.5,35337,7.4,5000000.0,Free,0.0,Teen,Entertainment,2018-05-25,1.7.28,4.0
Master for Minecraft(Pocket Edition)-Mod Launcher,TOOLS,4.6,2674051,26.0,50000000.0,Free,0.0,Everyone,Tools,2018-08-06,2.1.69,4.0.3
King of Math,FAMILY,4.4,766,14.0,10000.0,Paid,2.99,Everyone,Education;Education,2018-05-22,1.0.11,2.2
Translate: text & voice translator,TOOLS,4.3,122010,7.3,5000000.0,Free,0.0,Everyone,Tools,2018-07-14,10.9.2,4.0.3
The Zueira's Voice,TOOLS,4.7,136540,3.1,1000000.0,Free,0.0,Everyone,Tools,2018-07-10,4.75,4.0.3
Battery Calibration,TOOLS,4.4,134412,11.0,5000000.0,Free,0.0,Everyone,Tools,2018-07-27,3.0.5,4.4
Thuglife Video Maker,FAMILY,3.5,38824,12.0,1000000.0,Free,0.0,Mature 17+,Entertainment,2018-01-21,2.4.1,5.0
MadLipz,FAMILY,4.6,171017,13.0,10000000.0,Free,0.0,Teen,Entertainment,2018-07-22,2.2.2,4.4
Soccer FC,SPORTS,3.9,6289,33.0,1000000.0,Free,0.0,Everyone,Sports,2016-07-21,1.2,2.3
Geometry Dash SubZero,GAME,4.6,260527,49.0,10000000.0,Free,0.0,Everyone,Arcade,2017-12-21,1.00,4.0
Escaping the Prison,FAMILY,4.2,419375,31.0,10000000.0,Free,0.0,Everyone 10+,Casual,2016-06-21,1.2.2,2.3
Quiz TRUE or FALSE,GAME,4.6,2464,34.0,50000.0,Free,0.0,Everyone,Trivia,2018-02-13,1.1,4.1
Glam Doll Salon - Chic Fashion,FAMILY,4.0,93898,44.0,10000000.0,Free,0.0,Everyone,Casual,2017-05-26,1.10,4.1
Peppa Pig: Party Time,FAMILY,3.8,52,55.0,10000.0,Paid,2.99,Everyone,Educational;Pretend Play,2017-08-08,1.2.1,2.3
The Visitor,GAME,4.1,39895,25.0,5000000.0,Free,0.0,Mature 17+,Adventure,2018-01-02,1.2.3,4.1
Just Dance Now,GAME,4.2,794058,56.0,10000000.0,Free,0.0,Everyone,Music,2018-06-12,2.3.0,4.4
DB Navigator,MAPS_AND_NAVIGATION,4.0,119685,20.0,10000000.0,Free,0.0,Everyone,Maps & Navigation,2018-07-02,18.06.,4.0.3
SQLite DB Reader,TOOLS,3.6,301,2.3,50000.0,Free,0.0,Everyone,Tools,2017-11-28,1.2.9,4.0
DB Browser,TOOLS,3.3,236,0.2158203125,50000.0,Free,0.0,Everyone,Tools,2011-09-20,1.6,2.1
Sound Meter,TOOLS,4.7,88993,1.5,10000000.0,Free,0.0,Everyone,Tools,2018-06-10,3.2.6,2.3
db.Mobil App,LIBRARIES_AND_DEMO,4.5,23,31.0,5000.0,Free,0.0,Everyone,Libraries & Demo,2018-07-11,3.4.5,3.0
DB Streckenagent,MAPS_AND_NAVIGATION,3.9,4569,7.5,500000.0,Free,0.0,Everyone,Maps & Navigation,2017-12-22,2.1.10,4.0
dB: Sound Meter Pro,TOOLS,4.3,31,0.22265625,5000.0,Free,0.0,Everyone,Tools,2016-12-12,1.0,4.0.3
Movie DB,FAMILY,4.17505184823716,10,2.6,1000.0,Free,0.0,Teen,Entertainment,2016-12-10,1.0.1,4.2
dB Sound Level Meter,TOOLS,3.9,203,2.3,10000.0,Free,0.0,Everyone,Tools,2017-03-03,1.08,3.0
DB Sound Meter: Measure Noise Level- Decibel Meter,TOOLS,4.3,824,2.8,10000.0,Free,0.0,Everyone,Tools,2017-12-13,1.0.1,4.1
DB Welt - Die Zeitung der DB,NEWS_AND_MAGAZINES,4.17505184823716,145,16.0,10000.0,Free,0.0,Everyone,News & Magazines,2016-02-26,3.1.3,4.0
Check DB Benchmark,TOOLS,4.17505184823716,0,2.2,100.0,Free,0.0,Everyone,Tools,2017-03-11,0.9.2,4.0.3
ACCDB MDB DB Manager Pro - Editor for MS Access,PRODUCTIVITY,3.1,19,4.5,500.0,Paid,8.99,Everyone,Productivity,2016-11-03,1.0.8,4.0
Scale Models DB,TOOLS,4.4,9,33.0,50.0,Paid,2.99,Everyone,Tools,2018-05-03,0.6.2,4.3
DB Train Simulator,FAMILY,3.7,6514,72.0,500000.0,Free,0.0,Everyone,Simulation,2018-05-23,1.6.2,3.0
DB Tools,FAMILY,4.6,37,3.3,1000.0,Free,0.0,Everyone,Education,2014-06-17,1.9,2.2
dB Meter - measure sound & noise level in Decibel,TOOLS,4.6,154,6.6,10000.0,Free,0.0,Everyone,Tools,2018-07-26,1.1,4.4
DB LINK RGB,TOOLS,2.7,7,5.2,500.0,Free,0.0,Everyone,Tools,2017-06-19,1.0.2,4.4
DB BAHN,TRAVEL_AND_LOCAL,4.17505184823716,4,8.0,500.0,Free,0.0,Everyone,Travel & Local,2017-12-19,1.0,4.0
DB Manager,PRODUCTIVITY,4.17505184823716,3,0.10546875,1000.0,Free,0.0,Everyone,Productivity,2014-01-21,2.0.0,3.1
"10,000 Quotes DB (Premium)",BOOKS_AND_REFERENCE,4.1,70,3.5,500.0,Paid,0.99,Everyone,Books & Reference,2013-08-30,1.3,2.1
Guide for DB Xenoverse,BOOKS_AND_REFERENCE,4.2,459,11.0,10000.0,Free,0.0,Everyone,Books & Reference,2016-10-01,1.2,4.0
DB Transport,MAPS_AND_NAVIGATION,1.9,179,10.0,10000.0,Free,0.0,Everyone,Maps & Navigation,2018-03-13,3.05,4.1
DB Stay Connected,BUSINESS,4.6,17,9.4,1000.0,Free,0.0,Everyone,Business,2017-12-08,1.4,4.0
DB FahrtProfi,TRAVEL_AND_LOCAL,4.17505184823716,1,10.0,1000.0,Free,0.0,Everyone,Travel & Local,2017-05-04,1.0.2,4.2
DB TOS - Pocket Helper,TOOLS,4.2,265,11.0,10000.0,Free,0.0,Everyone,Tools,2016-05-22,1.7,4.0
ReDNAKET DB Normalization Tool,TOOLS,4.17505184823716,0,0.91796875,10.0,Paid,0.99,Everyone,Tools,2016-02-03,1.0.2,5.0
Guide for DB Xenoverse 2,BOOKS_AND_REFERENCE,4.4,121,8.7,10000.0,Free,0.0,Everyone,Books & Reference,2016-12-23,1.1.2,4.1
DB Customer Connect,BUSINESS,4.2,100,6.3,10000.0,Free,0.0,Everyone,Business,2018-07-21,2.0.0,4.1
Patron DB,TOOLS,3.9,64,4.1,5000.0,Free,0.0,Everyone,Tools,2017-06-01,1.24,4.4
DB Event App,SOCIAL,2.4,37,37.0,5000.0,Free,0.0,Teen,Social,2017-06-25,1.0,4.1
DB HOME,LIFESTYLE,5.0,5,3.2,100.0,Free,0.0,Everyone,Lifestyle,2017-08-31,1.0.1,4.0
Bowers & Wilkins DB Subwoofers,TOOLS,3.9,21,11.0,10000.0,Free,0.0,Everyone,Tools,2018-01-19,1.2.0.27,5.0
Guide for IMS DB,BOOKS_AND_REFERENCE,4.17505184823716,0,2.6,10.0,Free,0.0,Everyone,Books & Reference,2018-06-11,1.0.0,4.1
DB Busradar NRW,MAPS_AND_NAVIGATION,3.7,78,3.0,10000.0,Free,0.0,Everyone,Maps & Navigation,2017-04-12,1.0.2,2.2
DB Pickles,BUSINESS,5.0,5,14.0,100.0,Free,0.0,Everyone,Business,2018-03-20,2.0.2,4.1
DB for Fallout Shelter,FAMILY,4.0,3323,47.0,100000.0,Free,0.0,Everyone,Simulation,2018-03-29,1.9,4.0
LC-DB,PHOTOGRAPHY,3.0,1,2.5,10.0,Paid,3.49,Everyone,Photography,2017-10-20,1.0,4.2
dB Sound Meter,TOOLS,4.1,29,2.3,5000.0,Free,0.0,Everyone,Tools,2016-04-25,1.2,4.0.3
DB for Hustle Castle,FAMILY,4.8,21,49.0,1000.0,Free,0.0,Everyone,Role Playing,2018-07-04,1.1,4.1
DB Ultra Saiyan Battle,GAME,4.5,33,44.0,1000.0,Free,0.0,Everyone 10+,Action,2018-07-25,1.3.7,2.3
Preferences Manager and SQLite DB Viewer,TOOLS,3.5,13,3.0,1000.0,Free,0.0,Everyone,Tools,2017-07-18,1.01,4.0
LC-DB-LITE,PHOTOGRAPHY,4.17505184823716,0,2.3,100.0,Free,0.0,Everyone,Photography,2017-10-20,1.0,4.2
db Meter - sound level meter with data logging,TOOLS,4.17505184823716,0,15.0,1.0,Paid,1.49,Everyone,Tools,2018-03-15,1.0.1,4.1
Hamburg Transit - Offline HVV DB times and plans,MAPS_AND_NAVIGATION,4.17505184823716,9,10.0,1000.0,Free,0.0,Everyone,Maps & Navigation,2018-05-21,2.3,4.1
SW-DB,TOOLS,4.5,954,7.6,10000.0,Free,0.0,Teen,Tools,2016-07-11,0.4.1,4.1
DC Legends: Battle for Justice,FAMILY,4.5,355613,59.0,10000000.0,Free,0.0,Teen,Role Playing,2018-08-02,1.21.2,4.4
Injustice 2,GAME,4.3,504765,36.0,5000000.0,Free,0.0,Teen,Action,2018-07-30,2.4.1,4.4
Injustice: Gods Among Us,GAME,4.4,2440877,32.0,10000000.0,Free,0.0,Teen,Action,2018-06-14,2.21,4.0
FANDOM for: DC,FAMILY,4.4,6715,9.5,500000.0,Free,0.0,Mature 17+,Entertainment,2018-07-20,2.9.8.1,4.4
Ultimate DC Challenge,GAME,4.5,937,35.0,10000.0,Free,0.0,Everyone,Trivia,2017-10-19,2.14.5,4.0.3
LEGO® DC Mighty Micros,FAMILY,4.3,139545,63.0,10000000.0,Free,0.0,Everyone,Racing;Action & Adventure,2018-01-30,1.6.1326,4.1
Justice League Action Run,GAME,4.3,22333,9.7,1000000.0,Free,0.0,Everyone 10+,Action,2018-08-07,2.01,4.3
Marvel and DC Wallpapers,PERSONALIZATION,4.2,249,91.0,10000.0,Free,0.0,Everyone,Personalization,2018-07-07,4.0,4.1
DC Comics Amino,SOCIAL,4.9,117,63.0,1000.0,Free,0.0,Teen,Social,2018-07-13,1.8.19106,4.0.3
Quiz DC,GAME,1.4,33,3.1,1000.0,Free,0.0,Everyone,Trivia,2017-12-25,1.10,4.1
Batman: Gotham’s Most Wanted!,FAMILY,4.0,16190,88.0,1000000.0,Free,0.0,Everyone,Action;Action & Adventure,2018-04-24,2.1.1,4.0
"Superheroes, Marvel, DC, Comics, TV, Movies News",COMICS,5.0,34,12.0,5000.0,Free,0.0,Everyone,Comics,2018-07-31,1.0.5,5.0
Choose SuperHero Quize Marvel | DC,FAMILY,4.17505184823716,3,4.1,100.0,Free,0.0,Everyone,Entertainment,2018-07-29,2.0,5.0
MARVEL Avengers Academy,GAME,4.2,304106,11.0,10000000.0,Free,0.0,Teen,Adventure,2018-08-06,2.8.2,4.0.3
DC Universe Quiz,GAME,4.3,11,23.0,500.0,Free,0.0,Everyone,Trivia,2018-05-22,3.2.7,4.0.3
DC HSEMA,BOOKS_AND_REFERENCE,3.8,38,7.2,5000.0,Free,0.0,Everyone,Books & Reference,2018-06-18,4.0,4.4
DC Universe Online Map,TOOLS,4.1,1186,6.4,50000.0,Free,0.0,Unrated,Tools,2012-02-27,1.3,2.3.3
DC Public Library,BOOKS_AND_REFERENCE,4.2,20,3.4,1000.0,Free,0.0,Everyone,Books & Reference,2015-06-08,4.6.1,1.6
Vote 4 DC,TOOLS,4.1,46,6.1,1000.0,Free,0.0,Everyone,Tools,2016-09-21,4.0.6,4.0.3
Villains vs Superheroes,FAMILY,4.3,128,22.0,10000.0,Free,0.0,Everyone,Puzzle,2017-09-12,3.3.3,4.0.3
DC Rider,MAPS_AND_NAVIGATION,3.6,258,6.9,50000.0,Free,0.0,Everyone,Maps & Navigation,2017-12-24,2.1,4.0
Power Rangers: Legacy Wars,GAME,4.3,264755,91.0,10000000.0,Free,0.0,Teen,Action,2018-07-17,2.2.1,4.0
MARVEL Future Fight,FAMILY,4.6,2354042,72.0,50000000.0,Free,0.0,Everyone 10+,Role Playing,2018-07-03,4.2.0,4.0.3
DC Metro Transit - Free,TRAVEL_AND_LOCAL,4.4,6895,10.0,500000.0,Free,0.0,Everyone,Travel & Local,2018-05-15,5.11.3.1,4.1
DC N COMPANY ENTERTAINMENT RADIO!,FAMILY,5.0,22,2.2,100.0,Free,0.0,Mature 17+,Entertainment,2017-11-02,1.4,4.4
Results for DC Lottery,FAMILY,4.4,160,8.5,5000.0,Free,0.0,Everyone,Entertainment,2017-03-11,5.1,4.1
FOX 5 DC,NEWS_AND_MAGAZINES,4.5,1440,12.0,100000.0,Free,0.0,Everyone,News & Magazines,2018-03-29,1.3.35.0,4.0
Pepsi Cards DC,COMICS,4.17505184823716,1,21.0,50.0,Free,0.0,Everyone 10+,Comics,2018-06-26,0.0.4,4.4
Driver Permit Test Prep DC DMV Driver's License Ed,FAMILY,4.7,78,11.0,5000.0,Free,0.0,Everyone,Education,2017-10-12,2.9.0,4.1
Robin - DC Movie Collection,FAMILY,4.17505184823716,1,2.3,500.0,Free,0.0,Everyone,Entertainment,2017-11-19,1.0.1,4.0
DC-014,PHOTOGRAPHY,5.0,3,16.0,500.0,Free,0.0,Everyone,Photography,2018-06-14,1.0.3,4.1
D.C. Driving/Walking Tours,TRAVEL_AND_LOCAL,4.17505184823716,0,32.0,50.0,Paid,4.99,Everyone,Travel & Local,2018-07-27,3.8.0,4.4
Painting Lulu DC Super Friends,BOOKS_AND_REFERENCE,4.17505184823716,7,17.0,1000.0,Free,0.0,Everyone,Books & Reference,2017-02-09,1.2,4.0.3
DC Metro,MAPS_AND_NAVIGATION,3.4,59,1.3,10000.0,Free,0.0,Everyone,Maps & Navigation,2015-01-26,1.0,1.5
DC Trails-Hop On Hop Off Tours,TRAVEL_AND_LOCAL,3.1,16,18.0,5000.0,Free,0.0,Everyone,Travel & Local,2018-08-01,1.4.9,4.0.3
DC Metro Transit,TRAVEL_AND_LOCAL,4.5,339,10.0,5000.0,Paid,2.99,Everyone,Travel & Local,2018-05-13,5.11.3,4.1
AC DC Power Monitor,LIFESTYLE,5.0,1,1.2,10.0,Paid,3.04,Everyone,Lifestyle,2016-05-29,1.2,2.3
McClatchy DC Bureau,NEWS_AND_MAGAZINES,4.3,80,8.7,5000.0,Free,0.0,Everyone 10+,News & Magazines,2018-06-18,6.0.1,4.4
AutoScout24 - used car finder,AUTO_AND_VEHICLES,4.4,186648,42.0,10000000.0,Free,0.0,Everyone,Auto & Vehicles,2018-08-02,9.3.52,4.2
Your Freedom VPN Client,COMMUNICATION,4.0,74497,5.3,5000000.0,Free,0.0,Everyone,Communication,2018-05-19,20180518,4.0
Speed Camera Radar,MAPS_AND_NAVIGATION,4.1,54034,5.8,5000000.0,Free,0.0,Teen,Maps & Navigation,2018-05-30,2.1.15,4.0
WDAMAGE: Car Crash Engine,GAME,3.8,47386,96.0,1000000.0,Free,0.0,Everyone,Racing,2018-06-06,31,4.2
APUS File Manager (Explorer),TOOLS,4.1,498894,10.0,50000000.0,Free,0.0,Everyone,Tools,2018-08-02,2.8.9.1004,4.0.3
Offroad Police Car DE,FAMILY,4.3,9149,80.0,1000000.0,Free,0.0,Everyone,Simulation,2017-03-15,1.3,2.3.3
Easy Language Translator,TOOLS,4.3,191621,6.1,10000000.0,Free,0.0,Everyone,Tools,2018-05-29,1.43,4.0
Word Search multilingual,GAME,4.2,32849,1.5,1000000.0,Free,0.0,Everyone,Word,2015-09-30,2.2.13,2.3
Love Collage - Photo Editor,PHOTOGRAPHY,4.3,251686,31.0,10000000.0,Free,0.0,Everyone,Photography,2017-07-28,2.3.8.6,4.1
Heavy Bus Simulator,FAMILY,4.4,252006,26.0,5000000.0,Free,0.0,Everyone,Simulation,2018-03-15,1.084,2.3
Love Fonts for FlipFont,PERSONALIZATION,3.9,28694,2.9,1000000.0,Free,0.0,Everyone,Personalization,2018-01-14,1.4.6,4.0.3
Piano Free - Keyboard with Magic Tiles Music Games,GAME,4.5,785622,11.0,50000000.0,Free,0.0,Everyone,Music,2018-06-29,1.35.2,4.1
Escape the Prison Room,FAMILY,3.5,113183,36.0,5000000.0,Free,0.0,Everyone,Puzzle,2017-12-15,10.6,4.1
Bike Racing 3D,GAME,4.2,951435,14.0,50000000.0,Free,0.0,Everyone,Racing,2018-01-17,2.2,2.1
Satellite Director,TOOLS,4.1,45610,0.171875,10000000.0,Free,0.0,Everyone,Tools,2018-01-02,1.56,1.6
Truck Driver Cargo,GAME,4.1,257531,44.0,10000000.0,Free,0.0,Everyone 10+,Racing,2018-01-18,7,4.1
Anime Love Story Games: ✨Shadowtime✨,FAMILY,4.7,198480,82.0,5000000.0,Free,0.0,Everyone,Simulation,2018-08-03,20.0,4.1
Checkers,GAME,4.5,375996,3.3,10000000.0,Free,0.0,Everyone,Board,2018-08-06,1.48.0,4.1
Scratch Logo Quiz. Challenging brain puzzle,GAME,3.3,152102,18.0,10000000.0,Free,0.0,Teen,Trivia,2018-06-30,4.16,4.1
Myth Defense 2: DF,FAMILY,4.2,17108,8.3,100000.0,Free,0.0,Everyone,Strategy,2016-06-23,1.3.9,2.3.3
df,TOOLS,4.17505184823716,4,0.0322265625,1000.0,Free,0.0,Everyone,Tools,2016-08-12,1.0,1.5
DF Squid,GAME,4.17505184823716,1,14.0,100.0,Free,0.0,Everyone,Board,2013-12-12,1.0,2.3
Myth Defense 2: DF Platinum,FAMILY,4.6,1764,8.3,10000.0,Paid,3.99,Everyone 10+,Strategy,2016-06-22,1.3.8,2.3.3
DF 司機,MAPS_AND_NAVIGATION,4.17505184823716,9,9.9,500.0,Free,0.0,Everyone,Maps & Navigation,2018-08-06,13.0.0,5.0
DF@realtime,BUSINESS,4.3,24,8.0,1000.0,Free,0.0,Everyone,Business,2017-10-26,6.0.8.2.,3.2
DF Night Selfies,PHOTOGRAPHY,4.3,194,1.5,10000.0,Free,0.0,Everyone,Photography,2018-02-15,1.6.0,4.0
DF Coaching,SPORTS,4.0,1,3.6,100.0,Free,0.0,Everyone,Sports,2018-05-24,1.0.1,4.1
Digital Falak,TOOLS,4.7,3408,15.0,50000.0,Free,0.0,Everyone,Tools,2018-05-30,2.1.1,4.1
The Divine Feminine App: the DF App,LIFESTYLE,5.0,8,6.7,1000.0,Free,0.0,Everyone,Lifestyle,2016-05-16,0.0.4,4.1
Guide to Nikon Df,PHOTOGRAPHY,4.17505184823716,1,0.6474609375,10.0,Paid,29.99,Everyone,Photography,2014-02-18,2.0.0,4.0.3
DF BugMeNot,SOCIAL,4.17505184823716,7,1.4,500.0,Free,0.0,Teen,Social,2015-10-29,1.0,5.0
DF-CAM,TOOLS,4.17505184823716,2,20.0,100.0,Free,0.0,Everyone,Tools,2018-05-16,2.0.1,4.3
DF Tracker,BUSINESS,4.17505184823716,2,6.0,100.0,Free,0.0,Everyone,Business,2017-09-27,1.0,4.0.3
